case_id,axis,role,role_label,persona_id,persona_name,persona_profile,viewpoint_id,viewpoint,title,precondition,steps_text,expected_text,user_value,priority,exec_spec
PC-P03-01,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST01,初回オンボーディング,新任PMO・3ヶ月目が初回オンボーディングを行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 次に何をすればよいかが示されること）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P03-02,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST02,朝の状況把握,新任PMO・3ヶ月目が朝の状況把握を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P03-03,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST03,週次報告の準備,新任PMO・3ヶ月目が週次報告の準備を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P03-04,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST04,異常の発見,新任PMO・3ヶ月目が異常の発見を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,一連の画面が 200 で表示され、異常の発見を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P03-05,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST05,原因の深掘り,新任PMO・3ヶ月目が原因の深掘りを行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 次に何をすればよいかが示されること）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P03-06,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST06,対策の起票,新任PMO・3ヶ月目が対策の起票を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,POST projects:issue_create（issueフォーム送信） → GET projects:issue_list,一連の画面が 200 で表示され、対策の起票を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,決めた対策がその場で記録され、次の週まで残る,P1,"{""steps"": [{""m"": ""POST"", ""u"": ""projects:issue_create"", ""form"": ""issue"", ""effect"": ""projects.Issue"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""projects:issue_list"", ""expect"": {""status"": [200]}}]}"
PC-P03-07,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST07,関係者への依頼,新任PMO・3ヶ月目が関係者への依頼を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:ops_rules → GET integrations:pipeline,一連の画面が 200 で表示され、関係者への依頼を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,誰に何を催促すべきかが名前つきで出る,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:ops_rules"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""integrations:pipeline"", ""expect"": {""status"": [200]}}]}"
PC-P03-08,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST08,進捗の追跡,新任PMO・3ヶ月目が進捗の追跡を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:tasks → GET dashboard:tasks?view=gantt → GET projects:task_detail,一連の画面が 200 で表示され、進捗の追跡を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,計画と実績のずれが、日付の並びとして目で見える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:tasks"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""view"": ""gantt""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:task_detail"", ""args"": [""{task_id}""], ""expect"": {""status"": [200]}}]}"
PC-P03-09,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST09,品質の確認,新任PMO・3ヶ月目が品質の確認を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:quality → GET projects:defect_list,一連の画面が 200 で表示され、品質の確認を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,不具合が収束に向かっているかを、印象でなく数字で言える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:quality"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:defect_list"", ""expect"": {""status"": [200]}}]}"
PC-P03-10,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST10,変更の影響評価,新任PMO・3ヶ月目が変更の影響評価を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:change → GET projects:change_edit,一連の画面が 200 で表示され、変更の影響評価を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,変更が何にぶつかるかを、決める前に把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:change"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:change_edit"", ""args"": [""{change_id}""], ""expect"": {""status"": [200], ""permitted"": true}}]}"
PC-P03-11,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST11,意思決定の記録,新任PMO・3ヶ月目が意思決定の記録を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:intervention → POST dashboard:intervention_decide,一連の画面が 200 で表示され、意思決定の記録を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,決めた理由が残り、半年後に「なぜそうしたか」を説明できる,P0,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:intervention"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:intervention_decide"", ""args"": [""{proposal_id}""], ""data"": {""status"": ""accepted"", ""decision_reason"": ""システムテストによる判断""}, ""effect"": ""audit.OperationLog"", ""expect"": {""status"": [200, 302], ""permitted"": true}}]}"
PC-P03-12,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST12,成果物の作成,新任PMO・3ヶ月目が成果物の作成を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET pmo:deliverables → GET pmo:planning → GET documents:template_list,一連の画面が 200 で表示され、成果物の作成を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,下書きが出てくるので、白紙から書き始めなくて済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:planning"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""documents:template_list"", ""expect"": {""status"": [200]}}]}"
PC-P03-13,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST13,根拠の確認・監査対応,新任PMO・3ヶ月目が根拠の確認・監査対応を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET audit:operation_list → GET audit:feedback_list → GET agents:run_list,一連の画面が 200 で表示され、根拠の確認・監査対応を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,操作と判断の記録が揃っていて、監査で説明できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""audit:operation_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P03-14,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST14,引き継ぎ・不在対応,新任PMO・3ヶ月目が引き継ぎ・不在対応を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET accounts:select_project → GET projects:list → GET projects:detail,一連の画面が 200 で表示され、引き継ぎ・不在対応を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,担当を引き継ぐ人が、案件の現在地を1画面で把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""accounts:select_project"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:detail"", ""args"": [""{project_id}""], ""expect"": {""status"": [200]}}]}"
PC-P03-15,persona,pmo,PMO担当,P03,新任PMO・3ヶ月目,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う,ST15,振り返りと改善,新任PMO・3ヶ月目が振り返りと改善を行う,配属3ヶ月。用語も手順もまだ不安で、何から見るか迷う。PMO担当でログイン済み,GET dashboard:poc → GET rag:evaluation → GET audit:feedback_list,一連の画面が 200 で表示され、振り返りと改善を最後まで完了できる（重視点: 次に何をすればよいかが示されること）,効果が出たかを目標値と突き合わせ、次の打ち手を決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:poc"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""rag:evaluation"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-01,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST01,初回オンボーディング,監査対応PMOが初回オンボーディングを行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P04-02,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST02,朝の状況把握,監査対応PMOが朝の状況把握を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P04-03,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST03,週次報告の準備,監査対応PMOが週次報告の準備を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P04-04,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST04,異常の発見,監査対応PMOが異常の発見を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,一連の画面が 200 で表示され、異常の発見を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P04-05,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST05,原因の深掘り,監査対応PMOが原因の深掘りを行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-06,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST06,対策の起票,監査対応PMOが対策の起票を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,POST projects:issue_create（issueフォーム送信） → GET projects:issue_list,一連の画面が 200 で表示され、対策の起票を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,決めた対策がその場で記録され、次の週まで残る,P1,"{""steps"": [{""m"": ""POST"", ""u"": ""projects:issue_create"", ""form"": ""issue"", ""effect"": ""projects.Issue"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""projects:issue_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-07,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST07,関係者への依頼,監査対応PMOが関係者への依頼を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:ops_rules → GET integrations:pipeline,一連の画面が 200 で表示され、関係者への依頼を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,誰に何を催促すべきかが名前つきで出る,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:ops_rules"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""integrations:pipeline"", ""expect"": {""status"": [200]}}]}"
PC-P04-08,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST08,進捗の追跡,監査対応PMOが進捗の追跡を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:tasks → GET dashboard:tasks?view=gantt → GET projects:task_detail,一連の画面が 200 で表示され、進捗の追跡を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,計画と実績のずれが、日付の並びとして目で見える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:tasks"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""view"": ""gantt""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:task_detail"", ""args"": [""{task_id}""], ""expect"": {""status"": [200]}}]}"
PC-P04-09,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST09,品質の確認,監査対応PMOが品質の確認を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:quality → GET projects:defect_list,一連の画面が 200 で表示され、品質の確認を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,不具合が収束に向かっているかを、印象でなく数字で言える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:quality"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:defect_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-10,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST10,変更の影響評価,監査対応PMOが変更の影響評価を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:change → GET projects:change_edit,一連の画面が 200 で表示され、変更の影響評価を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,変更が何にぶつかるかを、決める前に把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:change"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:change_edit"", ""args"": [""{change_id}""], ""expect"": {""status"": [200], ""permitted"": true}}]}"
PC-P04-11,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST11,意思決定の記録,監査対応PMOが意思決定の記録を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:intervention → POST dashboard:intervention_decide,一連の画面が 200 で表示され、意思決定の記録を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,決めた理由が残り、半年後に「なぜそうしたか」を説明できる,P0,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:intervention"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:intervention_decide"", ""args"": [""{proposal_id}""], ""data"": {""status"": ""accepted"", ""decision_reason"": ""システムテストによる判断""}, ""effect"": ""audit.OperationLog"", ""expect"": {""status"": [200, 302], ""permitted"": true}}]}"
PC-P04-12,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST12,成果物の作成,監査対応PMOが成果物の作成を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET pmo:deliverables → GET pmo:planning → GET documents:template_list,一連の画面が 200 で表示され、成果物の作成を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,下書きが出てくるので、白紙から書き始めなくて済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:planning"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""documents:template_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-13,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST13,根拠の確認・監査対応,監査対応PMOが根拠の確認・監査対応を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET audit:operation_list → GET audit:feedback_list → GET agents:run_list,一連の画面が 200 で表示され、根拠の確認・監査対応を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,操作と判断の記録が揃っていて、監査で説明できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""audit:operation_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
PC-P04-14,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST14,引き継ぎ・不在対応,監査対応PMOが引き継ぎ・不在対応を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET accounts:select_project → GET projects:list → GET projects:detail,一連の画面が 200 で表示され、引き継ぎ・不在対応を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,担当を引き継ぐ人が、案件の現在地を1画面で把握できる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""accounts:select_project"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:list"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""projects:detail"", ""args"": [""{project_id}""], ""expect"": {""status"": [200]}}]}"
PC-P04-15,persona,pmo,PMO担当,P04,監査対応PMO,内部監査の指摘に備え、判断の証跡を整えるのが仕事,ST15,振り返りと改善,監査対応PMOが振り返りと改善を行う,内部監査の指摘に備え、判断の証跡を整えるのが仕事。PMO担当でログイン済み,GET dashboard:poc → GET rag:evaluation → GET audit:feedback_list,一連の画面が 200 で表示され、振り返りと改善を最後まで完了できる（重視点: 誰がいつ何を根拠に決めたかが辿れること）,効果が出たかを目標値と突き合わせ、次の打ち手を決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:poc"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""rag:evaluation"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""audit:feedback_list"", ""expect"": {""status"": [200]}}]}"
PC-P05-01,persona,pmo,PMO担当,P05,リモート常駐PMO,客先へ行かず非同期で状況を追う。会議に出られない,ST01,初回オンボーディング,リモート常駐PMOが初回オンボーディングを行う,客先へ行かず非同期で状況を追う。会議に出られない。PMO担当でログイン済み,GET dashboard:control → GET core:screen_map → GET pmo:education,一連の画面が 200 で表示され、初回オンボーディングを最後まで完了できる（重視点: 会議に出なくても状況が分かること）,初めて開いた人が、どこから手を付けるかを自力で決められる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""core:screen_map"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:education"", ""expect"": {""status"": [200]}}]}"
PC-P05-02,persona,pmo,PMO担当,P05,リモート常駐PMO,客先へ行かず非同期で状況を追う。会議に出られない,ST02,朝の状況把握,リモート常駐PMOが朝の状況把握を行う,客先へ行かず非同期で状況を追う。会議に出られない。PMO担当でログイン済み,GET dashboard:control → GET dashboard:detection → GET dashboard:tasks?due=overdue,一連の画面が 200 で表示され、朝の状況把握を最後まで完了できる（重視点: 会議に出なくても状況が分かること）,出社して5分で、今日追いかける対象が決まる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:control"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:tasks"", ""query"": {""due"": ""overdue""}, ""expect"": {""status"": [200]}}]}"
PC-P05-03,persona,pmo,PMO担当,P05,リモート常駐PMO,客先へ行かず非同期で状況を追う。会議に出られない,ST03,週次報告の準備,リモート常駐PMOが週次報告の準備を行う,客先へ行かず非同期で状況を追う。会議に出られない。PMO担当でログイン済み,GET dashboard:progress → GET dashboard:kpi → GET pmo:deliverables,一連の画面が 200 で表示され、週次報告の準備を最後まで完了できる（重視点: 会議に出なくても状況が分かること）,報告に使う数字が、根拠つきでそのまま取り出せる,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:progress"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""dashboard:kpi"", ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""pmo:deliverables"", ""expect"": {""status"": [200]}}]}"
PC-P05-04,persona,pmo,PMO担当,P05,リモート常駐PMO,客先へ行かず非同期で状況を追う。会議に出られない,ST04,異常の発見,リモート常駐PMOが異常の発見を行う,客先へ行かず非同期で状況を追う。会議に出られない。PMO担当でログイン済み,GET dashboard:detection → POST dashboard:detection_run → GET dashboard:detection,一連の画面が 200 で表示され、異常の発見を最後まで完了できる（重視点: 会議に出なくても状況が分かること）,定例を待たずに、危ない兆候をその場で拾える,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}, {""m"": ""POST"", ""u"": ""dashboard:detection_run"", ""expect"": {""status"": [200, 302], ""permitted"": true}}, {""m"": ""GET"", ""u"": ""dashboard:detection"", ""expect"": {""status"": [200]}}]}"
PC-P05-05,persona,pmo,PMO担当,P05,リモート常駐PMO,客先へ行かず非同期で状況を追う。会議に出られない,ST05,原因の深掘り,リモート常駐PMOが原因の深掘りを行う,客先へ行かず非同期で状況を追う。会議に出られない。PMO担当でログイン済み,GET pmo:consultation?q=遅延の原因になっている作業を教えてください → GET agents:run_list,一連の画面が 200 で表示され、原因の深掘りを最後まで完了できる（重視点: 会議に出なくても状況が分かること）,AI の答えの根拠を後から辿れて、鵜呑みにせずに済む,P1,"{""steps"": [{""m"": ""GET"", ""u"": ""pmo:consultation"", ""query"": {""q"": ""遅延の原因になっている作業を教えてください""}, ""expect"": {""status"": [200]}}, {""m"": ""GET"", ""u"": ""agents:run_list"", ""expect"": {""status"": [200]}}]}"
